TimeOfDay,Power_Consumed
11:37AM,0.05
11:38AM,0
11:39AM,0
11:40AM,0
11:41AM,0.017
11:42AM,0
11:43AM,0.017
11:44AM,0.017
11:45AM,0.017
11:46AM,0.017
11:47AM,0
11:48AM,0.017
11:49AM,0.017
11:50AM,0.083
11:51AM,0
11:52AM,0.233
11:53AM,0.067
11:54AM,0.233
11:55AM,0.033
11:56AM,0
11:57AM,0
11:58AM,0.283
11:59AM,0.017
12:00PM,0
12:01PM,0.033
12:02PM,114.883
12:03PM,20.9
12:04PM,0.267
12:05PM,0.533
12:06PM,0
12:07PM,0.05
12:08PM,0.1
12:09PM,0.017
12:10PM,114.8
12:11PM,2.55
12:12PM,0.283
12:13PM,0.283
12:14PM,0.45
12:15PM,0.45
12:16PM,0.383
12:17PM,0.283
12:18PM,0.3
12:19PM,0.133
12:20PM,0.033
12:21PM,0.017
12:22PM,0.05
12:23PM,0.15
12:24PM,0.017
12:25PM,0
12:26PM,0.333
12:27PM,0.3
12:28PM,0.05
12:29PM,0.017
12:30PM,0.05
12:31PM,0.033
12:32PM,0.433
12:33PM,0.083
12:34PM,0.017
12:35PM,0
12:36PM,0.117
12:37PM,0.017
12:38PM,0.233
12:39PM,0.017
12:40PM,0.25
12:41PM,0.067
12:42PM,0.083
12:43PM,0.083
12:44PM,0.283
12:45PM,0.083
12:46PM,0.05
12:47PM,0.3
12:48PM,0.033
12:49PM,0.117
12:50PM,1322.117
12:51PM,1333.2
12:52PM,0.217
12:53PM,0.25
12:54PM,0.033
12:55PM,0
12:56PM,0.017
12:57PM,0
12:58PM,0.017
12:59PM,0.033
1:00PM,0
1:01PM,0.25
1:02PM,0.067
1:03PM,0.05
1:04PM,0.017
1:05PM,0.05
1:06PM,0.067
1:07PM,0.267
1:08PM,0
1:09PM,0.267
1:10PM,0.083
1:11PM,0.033
1:12PM,0.267
1:13PM,0
1:14PM,0.033
1:15PM,0
1:16PM,0.017
1:17PM,0.05
1:18PM,0.25
1:19PM,0
1:20PM,117.75
1:21PM,117.917
1:22PM,0.033
1:23PM,0.25
1:24PM,0.233
1:25PM,0.017
1:26PM,0.117
1:27PM,0
1:28PM,0.217
1:29PM,0.05
1:30PM,0.083
1:31PM,0.033
1:32PM,0
1:33PM,0.017
1:34PM,0.283
1:35PM,0.083
1:36PM,0.017
1:37PM,0.267
1:38PM,0.017
1:39PM,0
1:40PM,0
1:41PM,0.05
1:42PM,0
1:43PM,0.017
1:44PM,0.283
1:45PM,0.033
1:46PM,0.017
1:47PM,0
1:48PM,0.233
1:49PM,0.017
1:50PM,0.067
1:51PM,0.067
1:52PM,0.017
1:53PM,0.05
1:54PM,0.267
1:55PM,0.05
1:56PM,0.25
1:57PM,0.267
1:58PM,119.517
1:59PM,0.617
2:00PM,0.25
2:01PM,0.267
2:02PM,0.283
2:03PM,0.267
2:04PM,0.283
2:05PM,0.283
2:06PM,0.267
2:07PM,0.267
2:08PM,0.017
2:09PM,117.633
2:10PM,0.55
2:11PM,0.183
2:12PM,0.233
2:13PM,0.25
2:14PM,0.25
2:15PM,0.25
2:16PM,0.217
2:17PM,0.383
2:18PM,0.267
2:19PM,0.267
2:20PM,0.017
2:21PM,0.083
2:22PM,0.017
2:23PM,0.033
2:24PM,0
2:25PM,0
2:26PM,0.017
2:27PM,0.017
2:28PM,0.017
2:29PM,0.017
2:30PM,0.017
2:31PM,0.017
2:32PM,0.017
2:33PM,0.133
2:34PM,0.033
2:35PM,0
2:36PM,0.033
2:37PM,0.267
2:38PM,0.017
2:39PM,0.267
2:40PM,0.05
2:41PM,0.067
2:42PM,0.067
2:43PM,0.05
2:44PM,0
2:45PM,0
2:46PM,0.017
2:47PM,0.233
2:48PM,0.017
2:49PM,0.017
2:50PM,0
2:51PM,0.033
2:52PM,0.017
2:53PM,0
2:54PM,0
2:55PM,118.983
2:56PM,114.75
2:57PM,0.25
2:58PM,0.267
2:59PM,0.25
3:00PM,0.267
3:01PM,0.233
3:02PM,0.4
3:03PM,0.25
3:04PM,0.033
3:05PM,0.25
3:06PM,0.25
3:07PM,0.167
3:08PM,0.233
3:09PM,0.05
3:10PM,0.017
3:11PM,1.317
3:12PM,0.017
3:13PM,0.017
3:14PM,0.017
3:15PM,0
3:16PM,0
3:17PM,110.6
3:18PM,0.25
3:19PM,0.167
3:20PM,0.483
3:21PM,0.5
3:22PM,117.083
3:23PM,114.817
3:24PM,0.25
3:25PM,0.25
3:26PM,0.25
3:27PM,0.267
3:28PM,0.25
3:29PM,0.267
3:30PM,0.25
3:31PM,0.183
3:32PM,0.267
3:33PM,0.267
3:34PM,0.017
3:35PM,739.467
3:36PM,0.583
3:37PM,0.267
3:38PM,0.017
3:39PM,0
3:40PM,0.05
3:41PM,0.017
3:42PM,0
3:43PM,0.017
3:44PM,0.017
3:45PM,0.017
3:46PM,0.017
3:47PM,0.017
3:48PM,0
3:49PM,0
3:50PM,0
3:51PM,0.267
3:52PM,0
3:53PM,0.067
3:54PM,0.017
3:55PM,0.017
3:56PM,0
3:57PM,0
3:58PM,0.283
3:59PM,0
4:00PM,0.017
4:01PM,0
4:02PM,0.033
4:03PM,0.033
4:04PM,0.017
4:05PM,0.35
4:06PM,0.017
4:07PM,0.033
4:08PM,0.05
4:09PM,0
4:10PM,0
4:11PM,0
4:12PM,0.017
4:13PM,0
4:14PM,0.067
4:15PM,0
4:16PM,0
4:17PM,0.05
4:18PM,0.05
4:19PM,0.017
4:20PM,0.083
4:21PM,116.183
4:22PM,115.283
4:23PM,0.033
4:24PM,0.017
4:25PM,0.3
4:26PM,0
4:27PM,0.017
4:28PM,0
4:29PM,0.033
4:30PM,0.017
4:31PM,0.033
4:32PM,0.283
4:33PM,0
4:34PM,0.017
4:35PM,0
4:36PM,0.017
4:37PM,0.25
4:38PM,0
4:39PM,0.067
4:40PM,0.017
4:41PM,0.05
4:42PM,0.017
4:43PM,0.017
4:44PM,0
4:45PM,0.033
4:46PM,0.017
4:47PM,0
4:48PM,0
4:49PM,0
4:50PM,0.017
4:51PM,0
4:52PM,0.017
4:53PM,0
4:54PM,0.017
4:55PM,0.017
4:56PM,971.867
4:57PM,102.9
4:58PM,0.233
4:59PM,0.25
5:00PM,0.25
5:01PM,0.25
5:02PM,0.233
5:03PM,0.233
5:04PM,0.233
5:05PM,0.183
5:06PM,0.25
5:07PM,0.067
5:08PM,0
5:09PM,0
5:10PM,0.017
5:11PM,0.017
5:12PM,0.033
5:13PM,0
5:14PM,0.017
5:15PM,0.017
5:16PM,0
5:17PM,0
5:18PM,0
5:19PM,0.017
5:20PM,0.017
5:21PM,0.017
5:22PM,0
5:23PM,0
5:24PM,0
5:25PM,0.017
5:26PM,0
5:27PM,0
5:28PM,0.017
5:29PM,0
5:30PM,0
5:31PM,0.033
5:32PM,114.1
5:33PM,0.583
5:34PM,0.25
5:35PM,0.267
5:36PM,0
5:37PM,0.017
5:38PM,0.017
5:39PM,0
5:40PM,0
5:41PM,0.017
5:42PM,0
5:43PM,0
5:44PM,0.017
5:45PM,0.017
5:46PM,0
5:47PM,0
5:48PM,0
5:49PM,0
5:50PM,0
5:51PM,0.017
5:52PM,0
5:53PM,0.017
5:54PM,0
5:55PM,0.067
5:56PM,0.067
5:57PM,0.017
5:58PM,0.067
5:59PM,0.017
6:00PM,0.167
6:01PM,0
6:02PM,0.217
6:03PM,0.017
6:04PM,0
6:05PM,0
6:06PM,0
6:07PM,0.017
6:08PM,0.3
6:09PM,0.067
6:10PM,0
6:11PM,0
6:12PM,0
6:13PM,0
6:14PM,0.017
6:15PM,0.233
6:16PM,0.017
6:17PM,0.033
6:18PM,0.033
6:19PM,0.067
6:20PM,0.267
6:21PM,0.283
6:22PM,114.183
6:23PM,0.317
6:24PM,0.25
6:25PM,0.017
6:26PM,0.033
6:27PM,0.017
6:28PM,0.283
6:29PM,0.25
6:30PM,1295.75
6:31PM,1295.733
6:32PM,0.217
6:33PM,0.167
6:34PM,0
6:35PM,0.017
6:36PM,0.233
6:37PM,0.017
6:38PM,0.05
6:39PM,0.017
6:40PM,0.017
6:41PM,0.067
6:42PM,0.033
6:43PM,0.017
6:44PM,0.017
6:45PM,0.017
6:46PM,114.167
6:47PM,0.133
6:48PM,0.033
6:49PM,0.117
6:50PM,0.067
6:51PM,0.267
6:52PM,0
6:53PM,0.25
6:54PM,0
6:55PM,0.033
6:56PM,0.283
6:57PM,0.333
6:58PM,0
6:59PM,114.7
7:00PM,0.233
7:01PM,0.083
7:02PM,0.25
7:03PM,0.15
7:04PM,0.283
7:05PM,0.183
7:06PM,0.25
7:07PM,0.017
7:08PM,0.1
7:09PM,0.017
7:10PM,0.267
7:11PM,0.05
7:12PM,0.017
7:13PM,0.033
7:14PM,0.033
7:15PM,0.017
7:16PM,0
7:17PM,0
7:18PM,0
7:19PM,0.017
7:20PM,0.233
7:21PM,0.3
7:22PM,0.017
7:23PM,0
7:24PM,0.067
7:25PM,0.217
7:26PM,0.017
7:27PM,0.233
7:28PM,0
7:29PM,0.033
7:30PM,0.233
7:31PM,0.25
7:32PM,0
7:33PM,0.017
7:34PM,0
7:35PM,0.017
7:36PM,0.05
7:37PM,0.283
7:38PM,0
7:39PM,0.017
7:40PM,0.25
7:41PM,0
7:42PM,0.233
7:43PM,0
7:44PM,0.083
7:45PM,0
7:46PM,1361.55
7:47PM,2.867
7:48PM,0.25
7:49PM,0.033
7:50PM,0.25
7:51PM,0.25
7:52PM,0.25
7:53PM,0.2
7:54PM,0.267
7:55PM,0.033
7:56PM,0
7:57PM,0
7:58PM,0
7:59PM,0
8:00PM,0
8:01PM,0.017
8:02PM,0
8:03PM,0
8:04PM,0
8:05PM,0.017
8:06PM,0
8:07PM,0.033
8:08PM,0.017
8:09PM,0
8:10PM,0
8:11PM,0
8:12PM,0
8:13PM,0
8:14PM,0
8:15PM,0.233
8:16PM,0
8:17PM,0.067
8:18PM,0.233
8:19PM,0.233
8:20PM,0.017
8:21PM,0
8:22PM,0
8:23PM,0
8:24PM,0.017
8:25PM,0.017
8:26PM,0.267
8:27PM,0
8:28PM,0.067
8:29PM,0.1
8:30PM,0.133
8:31PM,0.083
8:32PM,0
8:33PM,0.217
8:34PM,0
8:35PM,0
8:36PM,0.017
8:37PM,0.05
8:38PM,0.217
8:39PM,0.017
8:40PM,0.217
8:41PM,0.017
8:42PM,0.017
8:43PM,0.067
8:44PM,0.267
8:45PM,114.65
8:46PM,0.25
8:47PM,0.033
8:48PM,0.267
8:49PM,0
8:50PM,0
8:51PM,0.017
8:52PM,0.017
8:53PM,0.017
8:54PM,0.017
8:55PM,0
8:56PM,0.017
8:57PM,0.267
8:58PM,0.017
8:59PM,0.017
9:00PM,0.083
9:01PM,0.017
9:02PM,0
9:03PM,0
9:04PM,0.033
9:05PM,0.15
9:06PM,0.05
9:07PM,0.083
9:08PM,0.283
9:09PM,0
9:10PM,0.083
9:11PM,0.25
9:12PM,0.017
9:13PM,0
9:14PM,0.25
9:15PM,0
9:16PM,0.283
9:17PM,0
9:18PM,0
9:19PM,0
9:20PM,0.017
9:21PM,0
9:22PM,870.433
9:23PM,117.033
9:24PM,0.283
9:25PM,0.267
9:26PM,0.033
9:27PM,0.2
9:28PM,0.267
9:29PM,0.2
9:30PM,0.4
9:31PM,0.033
9:32PM,0
9:33PM,0.017
9:34PM,0
9:35PM,0.05
9:36PM,0
9:37PM,0
9:38PM,0
9:39PM,0
9:40PM,0.017
9:41PM,0
9:42PM,0.017
9:43PM,0.017
9:44PM,0
9:45PM,0.017
9:46PM,35.817
9:47PM,114.317
9:48PM,0.267
9:49PM,0.267
9:50PM,0.267
9:51PM,0.25
9:52PM,0.05
9:53PM,0.217
9:54PM,0.15
9:55PM,0.35
9:56PM,0.017
9:57PM,0.017
9:58PM,0
9:59PM,0
10:00PM,0.017
10:01PM,0
10:02PM,0.017
10:03PM,0.017
10:04PM,0
10:05PM,0
10:06PM,0.017
10:07PM,0
10:08PM,0
10:09PM,0.017
10:10PM,0
10:11PM,0.017
10:12PM,0.233
10:13PM,0.033
10:14PM,0
10:15PM,0.017
10:16PM,0.017
10:17PM,0.05
10:18PM,0.25
10:19PM,0.083
10:20PM,0
10:21PM,0
10:22PM,0
10:23PM,0.033
10:24PM,0.017
10:25PM,0
10:26PM,0
10:27PM,0.017
10:28PM,0
10:29PM,0
10:30PM,110.567
10:31PM,105.7
10:32PM,0.267
10:33PM,0.017
10:34PM,0.017
10:35PM,0
10:36PM,0
10:37PM,0
10:38PM,0.017
10:39PM,0
10:40PM,0
10:41PM,0.05
10:42PM,0
10:43PM,0
10:44PM,0
10:45PM,0
10:46PM,0
10:47PM,0.017
10:48PM,0
10:49PM,0.017
10:50PM,110.533
10:51PM,1332.683
10:52PM,0.683
10:53PM,0.283
10:54PM,0.5
10:55PM,0.017
10:56PM,0
10:57PM,0
10:58PM,0
10:59PM,0.017
11:00PM,0
11:01PM,0
11:02PM,0.017
11:03PM,0.017
11:04PM,0.033
11:05PM,0.05
11:06PM,0.233
11:07PM,0
11:08PM,0.017
11:09PM,0
11:10PM,0
11:11PM,0.017
11:12PM,0.017
11:13PM,0
11:14PM,0.017
11:15PM,0
11:16PM,0
11:17PM,0.017
11:18PM,0.017
11:19PM,0.017
11:20PM,0.017
11:21PM,0
11:22PM,0
11:23PM,0.017
11:24PM,0
11:25PM,0
11:26PM,0
11:27PM,0
11:28PM,0.017
11:29PM,0.1
11:30PM,0.017
11:31PM,0.117
11:32PM,0
11:33PM,0.083
11:34PM,0
11:35PM,0
11:36PM,0.017
11:37PM,0.017
11:38PM,0.017
11:39PM,0
11:40PM,0.017
11:41PM,0
11:42PM,0
11:43PM,0
11:44PM,0.017
11:45PM,0
11:46PM,0
11:47PM,0
11:48PM,0.017
11:49PM,0.017
11:50PM,0.017
11:51PM,0.017
11:52PM,0.017
11:53PM,0.017
11:54PM,0.017
11:55PM,0.017
11:56PM,0.017
11:57PM,0.25
11:58PM,0
11:59PM,0.017
