TimeOfDay,Power_Consumed
11:35AM,13.017
11:36AM,12.817
11:37AM,12.717
11:38AM,12.9
11:39AM,12.917
11:40AM,12.917
11:41AM,12.617
11:42AM,12.233
11:43AM,12.783
11:44AM,12.833
11:45AM,12.483
11:46AM,12.95
11:47AM,13
11:48AM,13.117
11:49AM,13.017
11:50AM,12.817
11:51AM,12.983
11:52AM,12.333
11:53AM,13.267
11:54AM,12.2
11:55AM,12.417
11:56AM,12.917
11:57AM,12.9
11:58AM,12.217
11:59AM,13
12:00PM,12.917
12:01PM,12.833
12:02PM,12.883
12:03PM,12.833
12:04PM,12.783
12:05PM,12.833
12:06PM,12.8
12:07PM,12.65
12:08PM,11.7
12:09PM,12.833
12:10PM,12.833
12:11PM,13.033
12:12PM,13.15
12:13PM,13.15
12:14PM,13.583
12:15PM,13.5
12:16PM,13.283
12:17PM,12.95
12:18PM,12.883
12:19PM,13.267
12:20PM,12.75
12:21PM,12.933
12:22PM,12.817
12:23PM,13.333
12:24PM,12.967
12:25PM,12.6
12:26PM,188.583
12:27PM,12.017
12:28PM,12.683
12:29PM,12.75
12:30PM,12.6
12:31PM,12.517
12:32PM,11.867
12:33PM,12.55
12:34PM,12.933
12:35PM,13.083
12:36PM,12.4
12:37PM,12.95
12:38PM,12.117
12:39PM,12.933
12:40PM,12.517
12:41PM,13.333
12:42PM,12.483
12:43PM,13.183
12:44PM,12.167
12:45PM,12.883
12:46PM,12.483
12:47PM,12.05
12:48PM,12.717
12:49PM,12.517
12:50PM,11.217
12:51PM,11.75
12:52PM,12.517
12:53PM,12.817
12:54PM,13.017
12:55PM,12.683
12:56PM,12.767
12:57PM,13.217
12:58PM,12.983
12:59PM,12.883
1:00PM,13.05
1:01PM,12.45
1:02PM,13.517
1:03PM,13.417
1:04PM,13.217
1:05PM,12.717
1:06PM,13.117
1:07PM,12.1
1:08PM,12.917
1:09PM,12.367
1:10PM,13.083
1:11PM,12.9
1:12PM,12.333
1:13PM,13
1:14PM,12.967
1:15PM,12.967
1:16PM,12.85
1:17PM,12.483
1:18PM,11.867
1:19PM,12.767
1:20PM,11.933
1:21PM,12.767
1:22PM,13.05
1:23PM,12.383
1:24PM,12.483
1:25PM,12.55
1:26PM,12.667
1:27PM,13.033
1:28PM,12.317
1:29PM,12.5
1:30PM,13.2
1:31PM,12.917
1:32PM,12.95
1:33PM,12.783
1:34PM,12.183
1:35PM,13.267
1:36PM,13
1:37PM,12.333
1:38PM,12.967
1:39PM,13
1:40PM,13.133
1:41PM,12.8
1:42PM,12.717
1:43PM,12.933
1:44PM,12.317
1:45PM,12.733
1:46PM,13.05
1:47PM,13.05
1:48PM,12.45
1:49PM,13.017
1:50PM,13.5
1:51PM,13.433
1:52PM,12.817
1:53PM,12.65
1:54PM,12.033
1:55PM,12.533
1:56PM,13.05
1:57PM,13.133
1:58PM,13
1:59PM,13.117
2:00PM,12.917
2:01PM,12.9
2:02PM,13.067
2:03PM,12.917
2:04PM,12.833
2:05PM,12.967
2:06PM,12.85
2:07PM,12.9
2:08PM,12.933
2:09PM,12.85
2:10PM,12.883
2:11PM,12.917
2:12PM,13.083
2:13PM,13.1
2:14PM,13.033
2:15PM,12.9
2:16PM,12.8
2:17PM,13.217
2:18PM,12.783
2:19PM,12.167
2:20PM,12.783
2:21PM,76.383
2:22PM,12.833
2:23PM,12.8
2:24PM,12.867
2:25PM,12.9
2:26PM,12.967
2:27PM,65.983
2:28PM,12.817
2:29PM,12.833
2:30PM,12.833
2:31PM,12.95
2:32PM,12.917
2:33PM,39.833
2:34PM,13.083
2:35PM,12.967
2:36PM,13.317
2:37PM,12.267
2:38PM,12.967
2:39PM,12.333
2:40PM,13.383
2:41PM,12.65
2:42PM,13.25
2:43PM,12.333
2:44PM,12.817
2:45PM,12.783
2:46PM,12.867
2:47PM,12.167
2:48PM,12.867
2:49PM,12.917
2:50PM,12.95
2:51PM,12.767
2:52PM,12.783
2:53PM,12.733
2:54PM,12.867
2:55PM,120.267
2:56PM,12.617
2:57PM,12.883
2:58PM,18.183
2:59PM,12.933
3:00PM,12.9
3:01PM,12.9
3:02PM,13.483
3:03PM,12.983
3:04PM,12.367
3:05PM,12.867
3:06PM,12.783
3:07PM,12.35
3:08PM,12.65
3:09PM,13.05
3:10PM,12.85
3:11PM,10.333
3:12PM,12.817
3:13PM,40.033
3:14PM,12.567
3:15PM,12.883
3:16PM,12.65
3:17PM,12.317
3:18PM,12.8
3:19PM,12.083
3:20PM,12.733
3:21PM,12.85
3:22PM,12.733
3:23PM,12.917
3:24PM,13.083
3:25PM,13.15
3:26PM,13.067
3:27PM,13.017
3:28PM,13.05
3:29PM,13.017
3:30PM,12.867
3:31PM,12.533
3:32PM,12.683
3:33PM,12.017
3:34PM,12.45
3:35PM,11.883
3:36PM,12.867
3:37PM,12.85
3:38PM,12.85
3:39PM,12.85
3:40PM,12.533
3:41PM,12.583
3:42PM,12.833
3:43PM,12.717
3:44PM,12.8
3:45PM,12.933
3:46PM,12.95
3:47PM,12.9
3:48PM,13.017
3:49PM,13.1
3:50PM,12.967
3:51PM,12.317
3:52PM,12.933
3:53PM,12.55
3:54PM,12.617
3:55PM,12.683
3:56PM,12.783
3:57PM,12.883
3:58PM,12.167
3:59PM,12.883
4:00PM,12.8
4:01PM,12.917
4:02PM,12.8
4:03PM,12.8
4:04PM,12.75
4:05PM,11.933
4:06PM,12.45
4:07PM,13
4:08PM,13.083
4:09PM,12.883
4:10PM,12.683
4:11PM,13.1
4:12PM,12.65
4:13PM,12.933
4:14PM,12.783
4:15PM,13.033
4:16PM,12.833
4:17PM,12.433
4:18PM,13.05
4:19PM,12.567
4:20PM,13.283
4:21PM,12.6
4:22PM,12.7
4:23PM,12.317
4:24PM,12.867
4:25PM,12.233
4:26PM,13.033
4:27PM,12.883
4:28PM,12.867
4:29PM,12.733
4:30PM,12.65
4:31PM,12.783
4:32PM,12.167
4:33PM,12.717
4:34PM,13.033
4:35PM,13.05
4:36PM,13.05
4:37PM,12.45
4:38PM,13.067
4:39PM,12.817
4:40PM,12.95
4:41PM,12.633
4:42PM,12.667
4:43PM,12.833
4:44PM,12.95
4:45PM,12.733
4:46PM,12.9
4:47PM,12.983
4:48PM,12.95
4:49PM,13
4:50PM,12.983
4:51PM,13.033
4:52PM,12.867
4:53PM,12.8
4:54PM,38.65
4:55PM,12.417
4:56PM,11.7
4:57PM,12.7
4:58PM,12.867
4:59PM,13.017
5:00PM,13.067
5:01PM,13.05
5:02PM,12.8
5:03PM,12.917
5:04PM,12.933
5:05PM,12.583
5:06PM,12.45
5:07PM,12.4
5:08PM,12.9
5:09PM,12.933
5:10PM,12.933
5:11PM,12.9
5:12PM,12.733
5:13PM,12.933
5:14PM,13.017
5:15PM,12.867
5:16PM,12.9
5:17PM,12.683
5:18PM,12.817
5:19PM,12.883
5:20PM,12.917
5:21PM,12.983
5:22PM,13.067
5:23PM,13.017
5:24PM,13
5:25PM,13.083
5:26PM,13.1
5:27PM,13.133
5:28PM,13.067
5:29PM,12.9
5:30PM,12.833
5:31PM,12.617
5:32PM,12.367
5:33PM,12.833
5:34PM,12.833
5:35PM,12.65
5:36PM,12.7
5:37PM,12.967
5:38PM,12.917
5:39PM,12.917
5:40PM,12.917
5:41PM,12.85
5:42PM,12.733
5:43PM,12.4
5:44PM,12.783
5:45PM,12.933
5:46PM,12.933
5:47PM,13.017
5:48PM,13.017
5:49PM,13.05
5:50PM,13.033
5:51PM,13.033
5:52PM,13.033
5:53PM,12.917
5:54PM,12.967
5:55PM,13.083
5:56PM,12.583
5:57PM,12.683
5:58PM,12.667
5:59PM,12.65
6:00PM,12.367
6:01PM,12.9
6:02PM,12.483
6:03PM,12.717
6:04PM,12.833
6:05PM,12.833
6:06PM,12.833
6:07PM,12.833
6:08PM,12.217
6:09PM,13.367
6:10PM,13.05
6:11PM,13.133
6:12PM,13.05
6:13PM,13.05
6:14PM,13.35
6:15PM,12.483
6:16PM,13
6:17PM,13.35
6:18PM,13.233
6:19PM,13.3
6:20PM,12.2
6:21PM,11.967
6:22PM,12.433
6:23PM,12.217
6:24PM,12.817
6:25PM,12.367
6:26PM,12.767
6:27PM,12.667
6:28PM,11.917
6:29PM,12.167
6:30PM,10.367
6:31PM,10.3
6:32PM,12.833
6:33PM,12.817
6:34PM,13.1
6:35PM,12.9
6:36PM,12.467
6:37PM,12.967
6:38PM,13.55
6:39PM,13.3
6:40PM,12.967
6:41PM,12.533
6:42PM,12.583
6:43PM,12.833
6:44PM,12.883
6:45PM,12.633
6:46PM,12.933
6:47PM,12.467
6:48PM,13.033
6:49PM,12.5
6:50PM,13.35
6:51PM,12.133
6:52PM,12.75
6:53PM,11.967
6:54PM,12.467
6:55PM,12.883
6:56PM,12.3
6:57PM,11.95
6:58PM,12.95
6:59PM,12.883
7:00PM,12.983
7:01PM,12.533
7:02PM,13
7:03PM,12.667
7:04PM,13.117
7:05PM,12.683
7:06PM,12.783
7:07PM,12.75
7:08PM,13.233
7:09PM,13.1
7:10PM,12.383
7:11PM,12.733
7:12PM,13.017
7:13PM,13.05
7:14PM,12.917
7:15PM,12.883
7:16PM,13
7:17PM,12.95
7:18PM,12.667
7:19PM,12.667
7:20PM,12.15
7:21PM,12.233
7:22PM,12.967
7:23PM,13.117
7:24PM,13.533
7:25PM,12.5
7:26PM,13.033
7:27PM,12.45
7:28PM,13
7:29PM,12.683
7:30PM,12.283
7:31PM,12.4
7:32PM,13.083
7:33PM,12.9
7:34PM,13.067
7:35PM,12.95
7:36PM,12.833
7:37PM,12.35
7:38PM,12.9
7:39PM,12.95
7:40PM,12.267
7:41PM,12.817
7:42PM,12.267
7:43PM,12.833
7:44PM,12.567
7:45PM,12.917
7:46PM,11.617
7:47PM,12.6
7:48PM,13.083
7:49PM,12.417
7:50PM,13.133
7:51PM,13
7:52PM,12.983
7:53PM,12.633
7:54PM,12.95
7:55PM,12.783
7:56PM,13.083
7:57PM,13.05
7:58PM,13.083
7:59PM,13.217
8:00PM,13.05
8:01PM,13.05
8:02PM,12.933
8:03PM,12.917
8:04PM,13
8:05PM,12.783
8:06PM,12.917
8:07PM,13.4
8:08PM,13.133
8:09PM,13.15
8:10PM,13.217
8:11PM,13.217
8:12PM,13.133
8:13PM,13.233
8:14PM,13.167
8:15PM,12.483
8:16PM,13.017
8:17PM,13.3
8:18PM,12.45
8:19PM,12.6
8:20PM,12.817
8:21PM,13
8:22PM,13.15
8:23PM,13.167
8:24PM,12.783
8:25PM,12.9
8:26PM,12.333
8:27PM,12.883
8:28PM,13.217
8:29PM,12.633
8:30PM,63.667
8:31PM,13.317
8:32PM,12.833
8:33PM,12.45
8:34PM,13.167
8:35PM,13.15
8:36PM,13.067
8:37PM,13.533
8:38PM,12.517
8:39PM,13.217
8:40PM,12.483
8:41PM,13.1
8:42PM,12.817
8:43PM,12.617
8:44PM,12.983
8:45PM,12.867
8:46PM,13.017
8:47PM,12.433
8:48PM,12.45
8:49PM,13.033
8:50PM,12.983
8:51PM,12.95
8:52PM,12.933
8:53PM,12.9
8:54PM,12.85
8:55PM,12.95
8:56PM,66.183
8:57PM,12.467
8:58PM,13.067
8:59PM,13.283
9:00PM,13.567
9:01PM,13.117
9:02PM,13.183
9:03PM,13.167
9:04PM,13.333
9:05PM,12.667
9:06PM,13.433
9:07PM,13.3
9:08PM,12.2
9:09PM,13.133
9:10PM,13.25
9:11PM,12.4
9:12PM,12.967
9:13PM,13.083
9:14PM,12.367
9:15PM,12.9
9:16PM,12.1
9:17PM,12.917
9:18PM,12.967
9:19PM,12.833
9:20PM,13.05
9:21PM,13.133
9:22PM,12.217
9:23PM,13.1
9:24PM,13.283
9:25PM,13.233
9:26PM,12.567
9:27PM,12.883
9:28PM,13.15
9:29PM,12.683
9:30PM,13.3
9:31PM,12.25
9:32PM,12.9
9:33PM,12.817
9:34PM,12.95
9:35PM,12.733
9:36PM,12.783
9:37PM,12.767
9:38PM,12.967
9:39PM,13.017
9:40PM,12.95
9:41PM,12.433
9:42PM,12.683
9:43PM,12.35
9:44PM,12.817
9:45PM,12.95
9:46PM,13.017
9:47PM,13
9:48PM,13.083
9:49PM,13.167
9:50PM,13.167
9:51PM,12.983
9:52PM,12.5
9:53PM,12.717
9:54PM,12.383
9:55PM,11.717
9:56PM,12.933
9:57PM,12.9
9:58PM,12.8
9:59PM,12.917
10:00PM,12.983
10:01PM,12.95
10:02PM,12.967
10:03PM,12.917
10:04PM,12.867
10:05PM,12.783
10:06PM,12.717
10:07PM,12.75
10:08PM,12.55
10:09PM,12.917
10:10PM,12.933
10:11PM,13.133
10:12PM,12.517
10:13PM,13.483
10:14PM,13.167
10:15PM,13.1
10:16PM,12.983
10:17PM,12.717
10:18PM,12.283
10:19PM,12.517
10:20PM,13
10:21PM,13
10:22PM,13.133
10:23PM,13.05
10:24PM,13
10:25PM,13.017
10:26PM,13.05
10:27PM,13
10:28PM,12.917
10:29PM,12.85
10:30PM,12.35
10:31PM,12.317
10:32PM,12.917
10:33PM,13
10:34PM,13.017
10:35PM,13.217
10:36PM,13.267
10:37PM,13.233
10:38PM,13.233
10:39PM,13.2
10:40PM,13.083
10:41PM,12.717
10:42PM,12.8
10:43PM,12.75
10:44PM,13.017
10:45PM,13.1
10:46PM,13.133
10:47PM,13.017
10:48PM,13.017
10:49PM,13.05
10:50PM,12.983
10:51PM,11.55
10:52PM,11.017
10:53PM,12.983
10:54PM,12.7
10:55PM,13.05
10:56PM,12.9
10:57PM,13.1
10:58PM,13.233
10:59PM,13.267
11:00PM,13.267
11:01PM,13.15
11:02PM,13.183
11:03PM,13.117
11:04PM,13.167
11:05PM,12.767
11:06PM,12.367
11:07PM,12.917
11:08PM,13.133
11:09PM,13.1
11:10PM,13.017
11:11PM,13.083
11:12PM,13.033
11:13PM,13.033
11:14PM,13.117
11:15PM,13.05
11:16PM,12.967
11:17PM,13.017
11:18PM,12.883
11:19PM,12.983
11:20PM,13.017
11:21PM,13.083
11:22PM,13.05
11:23PM,13.167
11:24PM,13.2
