TimeOfDay,Power_Consumed,Luminous_Efficacy
1:27AM,30.233,66.223
1:28AM,30.25,86.844
1:29AM,29.967,86.096
1:30AM,28.433,86.169
1:31AM,27.733,63.806
1:32AM,27.683,82.912
1:33AM,27.35,76.784
1:34AM,27.3,78.677
1:35AM,27.383,61.529
1:36AM,27.733,63.257
1:37AM,27.467,74.796
1:38AM,128.05,73.9
1:39AM,186.267,62.098
1:40AM,182.633,86.375
1:41AM,379.017,82.096
1:42AM,29.25,60.356
1:43AM,29.317,71.115
1:44AM,29.333,82.305
1:45AM,30.383,87.967
1:46AM,30.267,67.197
1:47AM,30.1,66.455
1:48AM,29.95,82.227
1:49AM,30.1,75.689
1:50AM,30.383,75.231
1:51AM,30.1,61.082
1:52AM,29.95,73.09
1:53AM,29.567,64.796
1:54AM,28.833,84.363
1:55AM,26.783,83.425
1:56AM,27.733,64.149
1:57AM,27.317,86.302
1:58AM,26.917,75.715
1:59AM,27.2,86.215
2:00AM,27.217,77.456
2:01AM,27.4,89.739
2:02AM,27.317,70.873
2:03AM,27.467,76.241
2:04AM,27.85,88.634
2:05AM,27.467,64.084
2:06AM,29.4,70.292
2:07AM,29.067,84.915
2:08AM,29.483,68.112
2:09AM,29.45,76.998
2:10AM,30.1,68.798
2:11AM,29.95,68.815
2:12AM,29.933,74.55
2:13AM,30.15,73.127
2:14AM,30.133,75.146
2:15AM,30.067,75.101
2:16AM,30,88.422
2:17AM,29.567,64.404
2:18AM,28.633,86.475
2:19AM,26.8,82.91
2:20AM,27.433,70.894
2:21AM,27.05,68.008
2:22AM,27.3,85.929
2:23AM,27.583,89.113
2:24AM,26.95,76.737
2:25AM,27.9,65.647
2:26AM,25.217,64.496
2:27AM,77.5,78.706
2:28AM,25,67.361
2:29AM,316.733,61.58
2:30AM,141.6,88.872
2:31AM,28.967,62.111
2:32AM,28.6,77.878
2:33AM,28.767,83.968
2:34AM,28.967,66.437
2:35AM,27.983,72.493
2:36AM,27.7,76.787
2:37AM,27.967,84.599
2:38AM,27.95,89.828
2:39AM,27.933,64.068
2:40AM,27.767,82.733
2:41AM,26.967,74.2
2:42AM,27.133,89.043
2:43AM,25.267,71.011
2:44AM,25.55,71.844
2:45AM,25.517,81.177
2:46AM,25.567,68.901
2:47AM,25.467,75.802
2:48AM,25.267,68.433
2:49AM,25.4,83.029
2:50AM,25.467,73.773
2:51AM,342.55,69.579
2:52AM,30.6,80.594
2:53AM,31.417,70.98
2:54AM,31.283,69.459
2:55AM,32.333,61.201
2:56AM,32.467,78.167
2:57AM,32.083,61.838
2:58AM,32.5,87.68
2:59AM,32.65,78.923
3:00AM,32.783,64.433
3:01AM,32.867,72.896
3:02AM,32.867,65.402
3:03AM,32.85,80.466
3:04AM,32.883,74.687
3:05AM,32.617,64.374
3:06AM,32.667,71.37
3:07AM,30.133,61.318
3:08AM,29.6,61.236
3:09AM,29.067,80.613
3:10AM,30.167,81.716
3:11AM,413.15,80.225
3:12AM,289.383,75.252
3:13AM,27.95,78.47
3:14AM,29.633,83.013
3:15AM,30.667,83.906
3:16AM,30.817,81.795
3:17AM,31.717,82.36
3:18AM,31.217,70.046
3:19AM,32.517,88.862
3:20AM,32.3,81.218
3:21AM,32.65,74.018
3:22AM,32.95,75.225
3:23AM,32.817,67.868
3:24AM,32.517,74.426
3:25AM,32.883,61.231
3:26AM,32.983,72.218
3:27AM,32.317,84.34
3:28AM,32.75,80.998
3:29AM,32.833,69.906
3:30AM,32.183,72.496
3:31AM,29.817,78.518
3:32AM,29.383,88.343
3:33AM,29.283,65.372
3:34AM,29.117,66.376
3:35AM,28.55,67.56
3:36AM,29.217,84.974
3:37AM,29.467,87.859
3:38AM,29.167,84.581
3:39AM,29.233,63.458
3:40AM,29.1,63.772
3:41AM,80.267,61.031
3:42AM,30.783,69.596
3:43AM,173.283,77.966
3:44AM,30.217,66.873
3:45AM,30.417,63.885
3:46AM,32.583,67.883
3:47AM,32.567,78.94
3:48AM,32.85,76.719
3:49AM,32.617,77.929
3:50AM,32.583,61.968
3:51AM,32.383,77.65
3:52AM,32.217,87.66
3:53AM,32,77.317
3:54AM,31.483,65.697
3:55AM,29.967,72.808
3:56AM,29.4,81.113
3:57AM,29.733,74.859
3:58AM,29.2,88.295
3:59AM,29.417,69.896
4:00AM,28.95,64.893
4:01AM,29.133,69.09
4:02AM,28.367,87.45
4:03AM,29.167,83.285
4:04AM,29.117,80.238
4:05AM,329.567,79.85
4:06AM,286.55,69.005
4:07AM,33.933,82.887
4:08AM,32.733,89.112
4:09AM,32.367,89.207
4:10AM,36.917,61.586
4:11AM,33.183,86.093
4:12AM,33.067,70.835
4:13AM,37.25,71.892
4:14AM,37.3,84.284
4:15AM,37.083,84.544
4:16AM,37.167,72.903
4:17AM,36.3,69.373
4:18AM,32.633,61.359
4:19AM,30.95,73.19
4:20AM,30.167,80.062
4:21AM,30.1,86.071
4:22AM,29.983,73.462
4:23AM,29.167,75.812
4:24AM,28.933,61.314
4:25AM,29.033,60.089
4:26AM,29.117,72.308
4:27AM,29.35,74.218
4:28AM,30.05,72.5
4:29AM,31.333,88.158
4:30AM,31.883,63.1
4:31AM,31.767,66.483
4:32AM,31.817,77.965
4:33AM,31.4,70.318
4:34AM,32.183,81.582
4:35AM,32.233,74.798
4:36AM,31.95,75.632
4:37AM,31.983,81.619
4:38AM,32.117,70.104
4:39AM,31.7,72.639
4:40AM,31.7,83.036
4:41AM,31.6,83.837
4:42AM,31.567,64.577
4:43AM,29.967,72.078
4:44AM,29.433,75.485
4:45AM,29.067,81.456
4:46AM,29.117,69.49
4:47AM,29.05,86.059
4:48AM,29.2,63.233
4:49AM,29.167,86.271
4:50AM,29.133,76.503
4:51AM,29.25,69.543
4:52AM,165.133,78.301
4:53AM,30.717,74.258
4:54AM,292.783,63.022
4:55AM,32.083,76.197
4:56AM,348.283,88.708
4:57AM,343.633,62.832
4:58AM,489.933,89.51
4:59AM,349.05,87.002
5:00AM,304.1,62.67
5:01AM,37.45,74.486
5:02AM,34.383,63.759
5:03AM,32.033,67.499
5:04AM,31.583,81.076
5:05AM,31.9,89.603
5:06AM,31.783,69.159
5:07AM,30.083,69.13
5:08AM,29.683,76.361
5:09AM,497.883,66.417
5:10AM,86.667,71.233
5:11AM,3909.2,62.474
5:12AM,83.95,82.805
5:13AM,141.317,76.926
5:14AM,29.283,79.196
5:15AM,29.6,76.47
5:16AM,30.083,74.429
5:17AM,60.533,84.334
5:18AM,134.117,67.386
5:19AM,31.217,82.272
5:20AM,31.783,81.605
5:21AM,30.6,80.966
5:22AM,32.717,82.661
5:23AM,32.317,80.104
5:24AM,32.617,71.922
5:25AM,32.9,62.187
5:26AM,32.217,87.323
5:27AM,32.017,65.396
5:28AM,31.767,79.336
5:29AM,31.967,77.021
5:30AM,31.6,85.779
5:31AM,30.167,67.162
5:32AM,29.967,71.804
5:33AM,29.683,62.296
5:34AM,29.583,80.316
5:35AM,29.567,78.207
5:36AM,29.35,84.094
5:37AM,29.367,70.641
5:38AM,29,74.093
5:39AM,29.033,61.296
5:40AM,29.267,69.344
5:41AM,136.65,74.754
5:42AM,32.517,81.73
5:43AM,160.017,80.686
5:44AM,32.567,62.809
5:45AM,32.383,83.483
5:46AM,32.75,72.506
5:47AM,32.383,67.534
5:48AM,32.55,68.638
5:49AM,32.15,78.183
5:50AM,32.3,71.259
5:51AM,32.05,86.127
5:52AM,32.333,73.852
5:53AM,32.2,81.234
5:54AM,32.217,69.613
5:55AM,30.483,71.336
5:56AM,29.7,68.121
5:57AM,28.417,76.681
5:58AM,29.267,71.845
5:59AM,28.917,66.114
6:00AM,28.983,81.851
6:01AM,29.483,62.502
6:02AM,29.367,60.883
6:03AM,29.4,76.066
6:04AM,30.467,74.694
6:05AM,32.4,81.537
6:06AM,32.383,60.62
6:07AM,32.35,85.138
6:08AM,32.667,66.673
6:09AM,57.883,62.031
6:10AM,31.9,76.826
6:11AM,32.217,73.261
6:12AM,32.267,67.799
6:13AM,32.283,80.112
6:14AM,32.25,81.896
6:15AM,32.383,70.936
6:16AM,32.367,84.373
6:17AM,32.1,79.994
6:18AM,32.017,75.665
6:19AM,30.283,88.403
6:20AM,29.567,86.534
6:21AM,29.383,64.892
6:22AM,29.217,89.939
6:23AM,29.1,74.502
6:24AM,29.117,65.028
6:25AM,29.2,73.652
6:26AM,29.85,79.852
6:27AM,29.733,88.629
6:28AM,29.967,89.74
6:29AM,31.9,63.393
6:30AM,173.05,89.768
6:31AM,31.95,79.458
6:32AM,31.883,64.341
6:33AM,31.717,89.925
6:34AM,32.683,69.26
6:35AM,32.567,60.425
6:36AM,32.6,73.69
6:37AM,32.417,75.932
6:38AM,32.55,87.901
6:39AM,31.817,68.255
6:40AM,32.017,82.541
6:41AM,31.9,66.889
6:42AM,31.7,64.391
6:43AM,30.067,87.805
6:44AM,28.983,78.772
6:45AM,29.233,81.951
6:46AM,29.8,61.502
6:47AM,29.583,69.555
6:48AM,29.25,79.658
6:49AM,29.417,84.648
6:50AM,29.417,88.317
6:51AM,29.4,68.027
6:52AM,85.333,63.089
6:53AM,31.75,79.969
6:54AM,110.35,71.321
6:55AM,31.383,82.585
6:56AM,32.433,88.253
6:57AM,31.933,77.993
6:58AM,32.233,83.483
6:59AM,32.5,64.119
7:00AM,32.45,77.417
7:01AM,32.6,68.877
7:02AM,32.417,88.315
7:03AM,43.7,76.711
7:04AM,31.9,85.481
7:05AM,31.767,60.064
7:06AM,31.867,87.185
7:07AM,30.183,60.618
7:08AM,29.633,65.922
7:09AM,29.45,70.997
7:10AM,29.4,77.337
7:11AM,29.267,88.712
7:12AM,29.083,74.413
7:13AM,29.233,74.655
7:14AM,29.117,70.478
7:15AM,29,66.259
7:16AM,29.1,62.959
7:17AM,31.55,82.497
7:18AM,32.133,68.361
7:19AM,32.083,65.393
7:20AM,32.25,78.382
7:21AM,32.467,63.994
7:22AM,32.767,81.594
7:23AM,32.4,65.398
7:24AM,32.217,77.99
7:25AM,32.117,61.632
7:26AM,32.05,84.678
7:27AM,32.5,61.179
7:28AM,32.583,73.742
7:29AM,32.25,81.789
7:30AM,32.133,85.185
7:31AM,30.317,72.132
7:32AM,29.6,68.242
7:33AM,29.55,60.1
7:34AM,28.7,71.843
7:35AM,29.217,83.723
7:36AM,29.017,67.184
7:37AM,29.333,70.047
7:38AM,29.75,72.175
7:39AM,29.567,89.178
7:40AM,29.433,84.283
7:41AM,90.467,60.771
7:42AM,31.983,86.433
7:43AM,32.017,77.812
7:44AM,29.9,77.859
7:45AM,32.567,82.579
7:46AM,32.217,64.383
7:47AM,32.05,73.601
7:48AM,32.267,88.959
7:49AM,32.267,89.07
7:50AM,32.7,65.568
7:51AM,32.483,75.705
7:52AM,32.417,89.578
7:53AM,32.417,83.501
7:54AM,32.067,75.94
7:55AM,30,86.093
7:56AM,30.05,69.672
7:57AM,29.083,79.77
7:58AM,29.4,63.733
7:59AM,30.267,76.978
8:00AM,29.833,89.753
8:01AM,29.967,64.381
8:02AM,29.75,86.047
8:03AM,29.5,84.256
8:04AM,30.25,79.748
8:05AM,422.567,87.271
8:06AM,32.017,80.692
8:07AM,32.017,71.723
8:08AM,31.767,63.461
8:09AM,32.45,88.913
8:10AM,32.833,72.915
8:11AM,32.633,71.175
8:12AM,32.667,73.194
8:13AM,32.683,81.277
8:14AM,32.633,73.631
8:15AM,32.483,73.672
8:16AM,31.383,84.163
8:17AM,32.05,64.948
8:18AM,31.8,65.735
8:19AM,29.983,73.198
8:20AM,30.533,68.484
8:21AM,29.45,87.805
8:22AM,29.35,79.266
8:23AM,29.567,86.73
8:24AM,29.667,66.099
8:25AM,29.333,74.658
8:26AM,29.35,62.922
8:27AM,28.75,81.834
8:28AM,29.35,83.098
8:29AM,31.117,78.17
8:30AM,174.783,89.304
8:31AM,32.017,85.327
8:32AM,32.05,69.422
8:33AM,126.083,73.13
8:34AM,31.967,73.871
8:35AM,32.267,69.69
8:36AM,32.05,66.56
8:37AM,32.217,82.022
8:38AM,32.55,88.092
8:39AM,32.5,63.816
8:40AM,32.283,88.426
8:41AM,32.167,80.751
8:42AM,77.217,89.619
8:43AM,30.05,60.444
8:44AM,29.367,78.363
8:45AM,29.533,65.168
8:46AM,282.45,65.463
8:47AM,920.833,86.686
8:48AM,188.583,76.363
8:49AM,84.533,64.044
8:50AM,265.5,61.6
8:51AM,222.5,67.229
8:52AM,165.183,87.074
8:53AM,31.783,78.419
8:54AM,31.567,85.202
8:55AM,31.483,77.059
8:56AM,32.583,65.942
8:57AM,89.317,62.156
8:58AM,31.867,73.566
8:59AM,32.933,86.489
9:00AM,32.483,75.519
9:01AM,32.383,60.658
9:02AM,32.65,64.039
9:03AM,32.617,89.662
9:04AM,32.467,69.261
9:05AM,32.333,69.212
9:06AM,32.133,87.581
9:07AM,29.917,64.337
9:08AM,28.867,83.705
9:09AM,29.567,82.481
9:10AM,29.067,79.573
9:11AM,29.1,80.537
9:12AM,29.417,80.678
9:13AM,29.45,70.16
9:14AM,29.983,85.51
9:15AM,29.333,83.026
9:16AM,29.567,87.01
9:17AM,61.317,74.412
9:18AM,31.783,76.649
9:19AM,31.767,87.406
9:20AM,32.833,84.739
9:21AM,33.283,68.158
9:22AM,32.917,73.244
9:23AM,32.867,83.23
9:24AM,32.3,82.038
9:25AM,32.583,83.932
9:26AM,32.633,89.381
9:27AM,31.717,80.801
9:28AM,31.717,69.841
9:29AM,31.067,62.392
9:30AM,150.067,75.351
9:31AM,30.683,60.7
9:32AM,29.5,71.227
9:33AM,29.317,73.44
9:34AM,29.517,73.439
9:35AM,29.617,68.411
9:36AM,29.233,76.779
9:37AM,29.117,66.519
9:38AM,29.167,66.305
9:39AM,29.1,70.192
9:40AM,29.167,71.059
9:41AM,167.133,83.027
9:42AM,32.4,66.366
9:43AM,32.25,61.403
9:44AM,32.017,85.262
9:45AM,32.517,76.771
9:46AM,33.083,68.179
9:47AM,94.617,86.69
9:48AM,32.75,70.503
9:49AM,32.733,66.425
9:50AM,32.8,87.756
9:51AM,32.75,88.306
9:52AM,32.833,68.956
9:53AM,32.667,82.578
9:54AM,32.233,73.399
9:55AM,30.667,85.746
9:56AM,29.783,61.775
9:57AM,29.467,80.052
9:58AM,29.617,83.504
9:59AM,29.1,83.958
10:00AM,29.267,66.92
10:01AM,29.083,79.117
10:02AM,28.583,72.719
10:03AM,29.1,60.643
10:04AM,29.1,76.847
10:05AM,337.05,64.005
10:06AM,357.983,79.016
10:07AM,37.367,84.75
10:08AM,36.517,65.162
10:09AM,34.367,87.03
10:10AM,34.767,80.925
10:11AM,34.483,68.838
10:12AM,34.767,86.033
10:13AM,34.65,85.737
10:14AM,34.567,61.401
10:15AM,34.783,78.874
10:16AM,33.917,86.772
10:17AM,33.917,60.737
10:18AM,33.8,81.276
10:19AM,32.267,63.652
10:20AM,31.85,85.995
10:21AM,32.633,88.074
10:22AM,32.45,89.337
10:23AM,32.333,81.311
10:24AM,32.333,72.797
10:25AM,32.267,69.683
10:26AM,32.517,79.489
10:27AM,32.833,70.368
10:28AM,32.9,89.686
10:29AM,486.55,68.234
10:30AM,346.133,61.41
10:31AM,32.567,73.171
10:32AM,31.7,86.897
10:33AM,285.333,81.624
10:34AM,35.583,60.948
10:35AM,34.25,86.451
10:36AM,34.117,76.282
10:37AM,34.55,65.684
10:38AM,34.467,77.612
10:39AM,34.167,85.1
10:40AM,34.533,61.241
10:41AM,34.283,66.93
10:42AM,34.083,77.774
10:43AM,32.117,66.303
10:44AM,31.467,89.898
10:45AM,31.05,72.526
10:46AM,31.1,73.326
10:47AM,31.167,81.34
10:48AM,32.083,61.7
10:49AM,31.533,60.429
10:50AM,31.6,65.232
10:51AM,31.783,89.657
10:52AM,31.617,68.901
10:53AM,33.917,71.671
10:54AM,33.6,65.147
10:55AM,33.7,61.705
10:56AM,34.033,74.456
10:57AM,103.883,67.219
10:58AM,150.933,73.383
10:59AM,34.75,78.949
11:00AM,34.367,74.979
11:01AM,34.517,70.02
11:02AM,34.7,84.574
11:03AM,34.75,66.53
11:04AM,33.983,86.823
11:05AM,33.833,81.097
11:06AM,33.95,89.833
11:07AM,32,89.134
11:08AM,31.767,76.14
11:09AM,30.983,83.136
11:10AM,31.5,77.725
11:11AM,31.55,84.263
11:12AM,402.183,60
11:13AM,31.367,67.327
11:14AM,31.533,77.909
11:15AM,31.283,65.169
11:16AM,31.45,62.542
11:17AM,174.217,78.491
11:18AM,44.717,62.087
11:19AM,34.633,84.029
11:20AM,34.05,71.246
11:21AM,33.8,88.261
11:22AM,34.817,79.5
11:23AM,34.2,86.773
11:24AM,34.033,64.762
11:25AM,34.067,82.392
11:26AM,33.733,61.273
11:27AM,33.683,67.748
11:28AM,33.733,60.99
11:29AM,175.633,87.699
11:30AM,33.6,87.643
11:31AM,31.917,60.388
11:32AM,29.85,65.507
11:33AM,30.733,82.302
11:34AM,30.517,73.148
11:35AM,31.133,78.148
11:36AM,31.083,78.834
11:37AM,31.15,65.465
11:38AM,31.3,66.523
11:39AM,30.833,87.771
11:40AM,30.867,71.951
11:41AM,34,88.365
11:42AM,33.317,66.542
11:43AM,34.067,85.124
11:44AM,33.783,61.644
11:45AM,34.333,75.025
11:46AM,163.15,77.265
11:47AM,34.333,87.118
11:48AM,33.7,84.117
11:49AM,34,68.53
11:50AM,34.067,66.878
11:51AM,33.533,81.109
11:52AM,34.3,74.854
11:53AM,34.283,62.593
11:54AM,140.617,64.001
11:55AM,32.483,77.005
11:56AM,31.183,71.054
11:57AM,30.933,67.405
11:58AM,30.833,79.718
11:59AM,30.95,78.033
12:00PM,31.167,72.964
12:01PM,30.517,78.253
12:02PM,31.383,70.197
12:03PM,31.517,81.515
12:04PM,84.383,71.988
12:05PM,33.567,69.883
12:06PM,34.05,65.426
12:07PM,34.083,76.87
12:08PM,34.117,70.938
12:09PM,33.733,66.57
12:10PM,34.417,71.176
12:11PM,34.55,60.97
12:12PM,34.7,76.323
12:13PM,34.7,87.054
12:14PM,34.583,85.038
12:15PM,34.267,76.341
12:16PM,34.117,80.884
12:17PM,33.9,67.947
12:18PM,32.817,68.063
12:19PM,31.733,89.421
12:20PM,30.983,80.81
12:21PM,31.133,60.785
12:22PM,29.383,89.979
12:23PM,31.6,64.482
12:24PM,32.033,74.377
12:25PM,31.233,74.205
12:26PM,31.317,76.678
12:27PM,31.617,73.625
12:28PM,32.067,81.221
12:29PM,33.8,61.981
12:30PM,33.117,83.599
12:31PM,32.783,87.426
12:32PM,34.333,63.798
12:33PM,33.517,87.445
12:34PM,34.25,73.386
12:35PM,34.683,77.066
12:36PM,33.65,73.942
12:37PM,33.533,71.964
12:38PM,34.367,64.838
12:39PM,34.383,72.099
12:40PM,33.883,69.298
12:41PM,33.95,64.664
12:42PM,33.633,88.14
12:43PM,32.017,89.999
12:44PM,31.083,64.114
12:45PM,31.05,61.357
12:46PM,31.583,74.025
12:47PM,31.45,81.34
12:48PM,32.467,82.168
12:49PM,32.35,79.388
12:50PM,32.333,78.915
12:51PM,32.7,73.804
12:52PM,32.4,60.042
12:53PM,33.833,74.178
12:54PM,33,85.258
12:55PM,33.4,77.536
12:56PM,33.717,88.402
12:57PM,34.317,63.675
12:58PM,34.133,82.022
12:59PM,34.833,73.57
1:00PM,34.783,67.584
1:01PM,34.45,84.474
1:02PM,34.667,76.96
1:03PM,34.517,71.614
1:04PM,34.267,72.362
1:05PM,33.95,72.924
1:06PM,33.383,60.247
1:07PM,32.35,65.759
1:08PM,31.817,71.774
1:09PM,31.583,81.406
1:10PM,31.5,88.158
1:11PM,31.517,65.487
1:12PM,31.417,79.249
1:13PM,31.233,64.445
1:14PM,31.433,82.226
1:15PM,31.333,64.735
1:16PM,31.317,84.575
1:17PM,176.267,72.201
1:18PM,33.833,69.153
1:19PM,33.767,89.228
1:20PM,57.1,61.841
1:21PM,33.933,77.802
1:22PM,34.4,80.689
1:23PM,34.833,79.054
1:24PM,34.55,69.93
1:25PM,34.7,75.221
1:26PM,34.383,75.078
1:27PM,34.45,69.64
1:28PM,34.25,63.654
1:29PM,34.467,62.087
1:30PM,33.95,63.749
1:31PM,32.267,73.352
1:32PM,31.2,66.628
1:33PM,31.583,69.128
1:34PM,31.317,88.259
1:35PM,31.417,69.837
1:36PM,31.417,83.468
1:37PM,31.1,64.434
1:38PM,31.533,67.831
1:39PM,31.583,76.501
1:40PM,31.467,80.954
1:41PM,33.817,82.188
1:42PM,176.583,66.401
1:43PM,33.95,72.628
1:44PM,34.15,69.936
1:45PM,34.6,88.266
1:46PM,34.25,89.253
1:47PM,34.55,60.777
1:48PM,34.733,74.414
1:49PM,33.95,82.774
1:50PM,33.417,80.711
1:51PM,33.917,66.668
1:52PM,34.067,61.999
1:53PM,33.817,79.034
1:54PM,32.85,60.152
1:55PM,31.867,81.575
1:56PM,30.917,61.829
1:57PM,31.383,76.194
1:58PM,31.283,63.741
1:59PM,31.25,68.818
2:00PM,31.283,85.812
2:01PM,31.2,74.329
2:02PM,31.283,68.908
2:03PM,31.183,60.563
2:04PM,31.167,88.769
2:05PM,294.9,75.046
2:06PM,293.833,60.232
2:07PM,58.717,63.907
2:08PM,59.117,72.479
2:09PM,49.783,70.133
2:10PM,36.433,75.499
2:11PM,38.317,75.763
2:12PM,34.25,88.98
2:13PM,34.167,78.158
2:14PM,34.117,77.603
2:15PM,33.817,75.614
2:16PM,33.2,61.558
2:17PM,33.617,84.176
2:18PM,33.983,81.077
2:19PM,32.167,74.469
2:20PM,30.6,70.381
2:21PM,30.567,74.194
2:22PM,30.867,74.668
2:23PM,30.717,86.415
2:24PM,30.933,87.958
2:25PM,30.683,68.9
2:26PM,30.883,85.899
2:27PM,30.517,86.202
2:28PM,31.083,87.673
2:29PM,37.583,70.41
2:30PM,38.117,64.999
2:31PM,73.7,69.081
2:32PM,34.133,80.166
2:33PM,36.1,88.654
2:34PM,37.45,70.29
2:35PM,34.183,73.528
2:36PM,34.283,68.672
2:37PM,34.417,62.21
2:38PM,34.433,72.159
2:39PM,34.3,85.944
2:40PM,33.717,69.881
2:41PM,33.967,84.879
2:42PM,33.883,84.845
2:43PM,32.25,71.141
2:44PM,30.817,65.606
2:45PM,30.717,87.94
2:46PM,31.217,77.253
2:47PM,31.3,88.713
2:48PM,31.2,71.036
2:49PM,31.233,71.54
2:50PM,31.15,72.134
2:51PM,31.167,75.356
2:52PM,32.067,81.341
2:53PM,36.6,81.061
2:54PM,34.183,67.69
2:55PM,34.217,71.34
2:56PM,33.733,66.608
2:57PM,34.067,65.464
2:58PM,33.85,61.335
2:59PM,33.517,73.77
3:00PM,34.55,79.494
3:01PM,33.9,70.183
3:02PM,33.583,64.966
3:03PM,34.167,82.092
3:04PM,34.267,89.15
3:05PM,33.95,81.242
3:06PM,33.333,76.703
3:07PM,32,85.541
3:08PM,30.817,66.914
3:09PM,30.8,69.884
3:10PM,30.517,76.771
3:11PM,31.267,82.427
3:12PM,32.017,65.245
3:13PM,31.15,61.433
3:14PM,31.233,63.09
3:15PM,31.15,72.425
3:16PM,31.883,78.248
3:17PM,33.133,72.478
3:18PM,33.083,85.291
3:19PM,33.617,61.525
3:20PM,33.5,75.784
3:21PM,33.4,84.431
3:22PM,34.067,79.206
3:23PM,34.367,73.753
3:24PM,34.283,68.006
3:25PM,34.433,71.702
3:26PM,34.083,79.74
3:27PM,34.317,65.434
3:28PM,37.217,89.539
3:29PM,33.683,75.093
3:30PM,33.133,74.777
3:31PM,31.767,72.705
3:32PM,30.783,71.194
3:33PM,31,74.126
3:34PM,30.6,78.275
3:35PM,31.233,78.726
3:36PM,31.3,83.008
3:37PM,30.967,60.558
3:38PM,30.933,68.744
3:39PM,31.017,81.699
3:40PM,31.633,80.265
3:41PM,33.033,83.041
3:42PM,34.9,81.454
3:43PM,32.933,77.538
3:44PM,32.783,60.459
3:45PM,34,60.711
3:46PM,33.967,77.21
3:47PM,33.633,81.768
3:48PM,33.717,81.404
3:49PM,33.667,61.012
3:50PM,33.783,87.573
3:51PM,33.833,71.942
3:52PM,33.75,60.674
3:53PM,36.733,72.235
3:54PM,33.033,79.377
3:55PM,31.833,78.444
3:56PM,30.8,86.6
3:57PM,31.8,87.356
3:58PM,31.617,65.991
3:59PM,32.017,62.153
4:00PM,32,61.269
4:01PM,31.783,61.171
4:02PM,31.917,77.105
4:03PM,31.933,78.115
4:04PM,32.1,63.14
4:05PM,33.4,83.808
4:06PM,34.15,81.275
4:07PM,33.8,61.999
4:08PM,34.383,61.218
4:09PM,34.383,65.781
4:10PM,34.7,89.13
4:11PM,35,69.994
4:12PM,34.833,61.293
4:13PM,34.717,68.83
4:14PM,34.633,87.038
4:15PM,34.817,76.939
4:16PM,34.333,81.743
4:17PM,34.55,87.648
4:18PM,34.567,85.98
4:19PM,33.3,75.458
4:20PM,30.383,81.828
4:21PM,30.067,85.478
4:22PM,30.633,66.926
4:23PM,31.3,89.278
4:24PM,28.9,77.947
4:25PM,29.783,78.228
4:26PM,30.65,85.398
4:27PM,30.8,89.671
4:28PM,30.267,82.136
4:29PM,32.933,88.384
4:30PM,31.983,80.649
4:31PM,35.167,79.238
4:32PM,35.5,69.269
4:33PM,32,69.908
4:34PM,33.233,85.192
4:35PM,33.183,76.627
4:36PM,33.017,77.359
4:37PM,32.35,81.524
